What do you call it when Batman skips church?,Christian Bale.
What’s the difference between Harry Potter and Voldemort’s Instagram accounts?,"Voldemort has followers, Harry Potter, friends."
What’s Forrest Gump’s Facebook password?,1forest1.
Why does Snoop Dogg always carry an umbrella?,Fo’ drizzle.
What do you call a security guard outside of a Samsung store?,Guardians of the Galaxy.
What did Mark Wahlberg feed Ted?,"Nothing, because he was already stuffed."
Why can’t you give Elsa a balloon?,Because she’d just let it go.
How does Reese eat cereal?,Witherspoon.
What do you get when you light 16 candles under a romantic comedy lead actor?,John Bar-be-Cusak.
What do you call a nearsighted cowboy?,Squint Eastwood.
What do you call a slightly tipsy actor stuck in a zombie TV show?,Pedro Mescal
Why did the Jedi cross the road?,To get to the dark side.
Did you hear about the new Johnny Depp movie?,It’s rated “Arrrrrrr.”
What kind of business would Yoda start?,A Toy Yoda dealership
What do Gungans keep things in?,Jar Jars.
What is Jabba the Hutt’s middle name?,The!
How did Darth Vader know what Luke was getting for his birthday?,He felt his presents.
What do you call Chewbacca when he has chocolate stuck in his fir?,A chocolate chip Wookie.
Which Star Wars character works at a restaurant?,Darth Waiter!
Where did Luke Skywalker buy his new arm?,At the second hand store!
What does everyone call Darth Vader whenever he procrastinates?,Darth Later.
What was Luke’s reaction to food made by baby Wookiees?,"“It’s good, but it’s a little Chewie.”"
Did you hear about the Gungan who became a taxi cab driver?,His name is Car Car Binks.
Why does Darth Vader always sound so angry when he breathes?,He’s always venting.
What do you call Kenobi triplets?,Obi-Threes.
What do you call C-3PO when he’s being a good listener?,Hear-Threepio.
What was Luke’s secret codename before he got his mechanical limb?,Hand Solo
Where would Darth Vader stay if he would settle down in the USA?,The Empire State Building.
"Why did the movies come out 4, 5, 6, 1, 2, 3?","In charge of scheduling, Yoda was."
Why does Princess Leia keep her hair tied up in buns?,So it doesn't Hang So-low.
How often did my friend ride his DeLorean?,From time to time.
What’s worse than raining cats and dogs?,Hailing taxis.
What do you get when dinosaurs crash their cars?,Tyrannosaurus wrecks.
What do you get when you put a car and a pet together?,A carpet.
Why did the cop pull over the U-Haul van?,He wanted to bust a move.
What do you call a Ford Fiesta that ran out of fuel?,The Ford Siesta.
What kind of vehicle does an egg drive?,A Yolks-wagen.
What did the traffic light say to the car?,"“Close your eyes, I’m changing!”"
Why can’t motorcycles do push-ups?,Because they’re always two-tired.
What kind of cars do cats drive?,Catillacs.
What happened when the man crashed his expensive car?,He found out how a Mercedes bends.
Why did the spider buy a sports car?,So he could take it out for a spin.
"Who is bigger: Mr. Bigger, Mrs. Bigger, or their baby?",The baby because he is a little bigger.
Did you hear about the guy writing a construction book?,He’s still working on it.
Did you get your hair cut?,"No, I got them all cut."
Can you put the cat out?,"Why, is it on fire?"
Why are eggs bad at telling jokes?,They always crack each other up.
What do you call a 12-inch nose?,A foot.
Why did the man fall down the well?,Because he couldn’t see that well.
What animal is the worst at hiding?,The leopard — he’s always spotted.
Where do cats go swimming?,The kitty pool.
Why are spiders such know-it-alls?,They’re always on the web.
What do you call a pony with a sore throat?,A little hoarse.
How does the moon cut its hair?,E-clips it.
"If you have 13 apples in one hand and 10 oranges in the other, what do you have?",Big hands.
Where do fruits go on vacation?,Pearis.
What did the man say when he walked into a bar?,Ouch!
"What starts with E, ends with E, and has only one letter in it?",An envelope
Did you hear about the kidnapping at school?,It’s OK. He woke up.
Why can’t you trust an atom?,Because they make up everything.
What do you call a pig that does karate?,A pork chop.
What did the grape say when he was pinched?,"Nothing, he just gave a little wine."
What did the duck say when he bought lipstick?,“Put it on my bill.”
What do you call a boomerang that won’t come back?,A stick.
Why do teenage girls travel in odd-numbered groups?,Because they can’t even.
Why did the selfie go to prison?,It was framed.
How do you make a tissue dance?,Put a little boogie in it.
Why can’t you hear a pterodactyl in the bathroom?,Because it has a silent pee.
What do you call an old snowman?,A creek.
"What is red, orange, and full of disappointment?",High school pizza.
What do computers eat for a snack?,Microchips!
Why were the Math books sad?,It had too many problems.
What does a school and plant have in common?,STEM.
What did the middle schooler say to the high schooler?,"Nothing, they texted."
What is the resemblance between a green apple and a red apple?,They’re both red except for the green one.
Why did Adele cross the road?,"To sing, “Hello from the other side!”"
How do you drown a hipster?,In the mainstream.
What did the Baby corn say to the Mama corn?,Where is popcorn?
What did one DNA strand say to the other?,Does my bum look good in these genes?
How do Minecraft players celebrate?,They throw block parties.
What happens to a frog’s car when it breaks down?,It gets toad away.
Why do rappers need umbrellas?,Fo’ drizzle.
What’s the difference between ignorance and apathy?,"I don’t know, and I don’t care."
"What gets sharper the more you use it, but dull if you don’t use it at all?",Students.
Why did the period tell the comma to stop?,It was the end of the sentence.
How did the bullet lose its job?,It got fired.
Where do cows go on Friday nights?,The moo-vies!
What is a cow without a map?,Udderly lost.
"The past, present, and future walked into a bar. It was tense."
"Never criticize someone until you have walked a mile in their shoes. That way, when you criticize them, you’ll be a mile away, and you’ll have their shoes."
What do you call Jay-Z’s former girlfriend?,Feyoncé.
Why did the hipster burn his mouth?,He drank his coffee before it was cool.
What do you call The Weeknd from Friday to Monday?,The Long Weeknd.
What do you call a Minecraft meetup IRL?,A block party.
Why can’t dinosaurs clap their hands?,Because they’re extinct.
What do you call a 60-year-old who hasn’t reached puberty?,A late boomer.
Close up of a Mallard duck quacking whilst on the water surrounded by circular ripples.
"My high school bully still takes my lunch money. But on the upside, he makes great fries."
Where do fish keep their money?,In the river bank.
What do you call hiking U.S. college students?,The walking debt.
Why do pimples make horrible prisoners?,They keep breaking out.
What do pre-teen ducks hate?,When their voice quacks.
